,FileName,angry,sad,neutral,happy,EmoAct,EmoVal,SpkrID,Gender,Split_Set,dominant_emotion
5648,MSP-IMPROV-S08S-M04-P-FM05.wav,0.016667,0.016667,0.016667,0.95,0.44999999999999996,0.75,4,Male,Test,happy
5649,MSP-IMPROV-S08S-M04-P-FM06.wav,0.016667,0.016667,0.133333,0.833333,0.53125,0.8125,4,Male,Test,happy
5650,MSP-IMPROV-S08S-M04-P-MF01.wav,0.016667,0.25,0.016667,0.716667,0.4,0.55,4,Male,Test,happy
5651,MSP-IMPROV-S08S-M04-P-MF02.wav,0.016667,0.016667,0.763333,0.203333,0.15000000000000002,0.6,4,Male,Test,neutral
5652,MSP-IMPROV-S08S-M04-P-MF03.wav,0.016667,0.016667,0.95,0.016667,0.44999999999999996,0.44999999999999996,4,Male,Test,neutral
5653,MSP-IMPROV-S08S-M04-P-MF04.wav,0.016667,0.016667,0.95,0.016667,0.2,0.35,4,Male,Test,neutral
5654,MSP-IMPROV-S08S-M04-P-MF05.wav,0.016667,0.016667,0.95,0.016667,0.2,0.5,4,Male,Test,neutral
5655,MSP-IMPROV-S08S-M04-P-MF06.wav,0.016667,0.016667,0.016667,0.95,0.30000000000000004,0.8999999999999999,4,Male,Test,happy
5656,MSP-IMPROV-S08S-M04-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.15000000000000002,0.5,4,Male,Test,neutral
5657,MSP-IMPROV-S08S-M04-S-FM02.wav,0.016667,0.763333,0.203333,0.016667,0.4285715,0.25,4,Male,Test,sad
5658,MSP-IMPROV-S08S-M04-S-MF01.wav,0.716667,0.25,0.016667,0.016667,0.30000000000000004,0.44999999999999996,4,Male,Test,angry
5660,MSP-IMPROV-S08S-M04-T-MF01.wav,0.114912,0.213158,0.655263,0.016667,0.46428575000000005,0.39285725000000005,4,Male,Test,neutral
5710,MSP-IMPROV-S09A-F03-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.44999999999999996,0.75,3,Female,Development,happy
5711,MSP-IMPROV-S09A-F03-P-MF01.wav,0.016667,0.016667,0.366667,0.6,0.21875,0.65625,3,Female,Development,happy
5712,MSP-IMPROV-S09A-F03-P-MF02.wav,0.203333,0.016667,0.763333,0.016667,0.44999999999999996,0.4,3,Female,Development,neutral
5714,MSP-IMPROV-S09A-F03-S-FM02.wav,0.95,0.016667,0.016667,0.016667,0.65,0.15000000000000002,3,Female,Development,angry
5715,MSP-IMPROV-S09A-F03-S-FM03.wav,0.95,0.016667,0.016667,0.016667,0.55,0.15000000000000002,3,Female,Development,angry
5716,MSP-IMPROV-S09A-F03-S-FM04.wav,0.203333,0.576667,0.203333,0.016667,0.44999999999999996,0.15000000000000002,3,Female,Development,sad
5717,MSP-IMPROV-S09A-F03-S-FM05.wav,0.95,0.016667,0.016667,0.016667,0.44999999999999996,0.25,3,Female,Development,angry
5718,MSP-IMPROV-S09A-F03-S-MF01.wav,0.016667,0.203333,0.763333,0.016667,0.4285715,0.3214285,3,Female,Development,neutral
5719,MSP-IMPROV-S09A-F03-S-MF02.wav,0.95,0.016667,0.016667,0.016667,0.30000000000000004,0.30000000000000004,3,Female,Development,angry
5720,MSP-IMPROV-S09A-F03-T-FM01.wav,0.905556,0.016667,0.061111,0.016667,0.547619,0.22619050000000002,3,Female,Development,angry
5721,MSP-IMPROV-S09A-F04-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.5,0.8,4,Female,Test,happy
5722,MSP-IMPROV-S09A-F04-P-FM02.wav,0.016667,0.016667,0.016667,0.95,0.35,0.8500000000000001,4,Female,Test,happy
5723,MSP-IMPROV-S09A-F04-P-FM03.wav,0.016667,0.016667,0.016667,0.95,0.46875,0.84375,4,Female,Test,happy
5724,MSP-IMPROV-S09A-F04-P-FM04.wav,0.016667,0.016667,0.016667,0.95,0.44999999999999996,0.95,4,Female,Test,happy
5725,MSP-IMPROV-S09A-F04-P-FM05.wav,0.016667,0.016667,0.016667,0.95,0.30000000000000004,0.75,4,Female,Test,happy
5726,MSP-IMPROV-S09A-F04-S-FM01.wav,0.763333,0.203333,0.016667,0.016667,0.625,0.25,4,Female,Test,angry
5727,MSP-IMPROV-S09A-F04-S-FM02.wav,0.763333,0.016667,0.203333,0.016667,0.5,0.15000000000000002,4,Female,Test,angry
5728,MSP-IMPROV-S09A-F04-S-FM03.wav,0.95,0.016667,0.016667,0.016667,0.30000000000000004,0.30000000000000004,4,Female,Test,angry
5729,MSP-IMPROV-S09A-F04-S-FM04.wav,0.203333,0.203333,0.39,0.203333,0.35,0.44999999999999996,4,Female,Test,neutral
5731,MSP-IMPROV-S09A-F04-S-FM06.wav,0.203333,0.016667,0.763333,0.016667,0.44999999999999996,0.44999999999999996,4,Female,Test,neutral
5732,MSP-IMPROV-S09A-F04-S-MF01.wav,0.016667,0.15,0.816667,0.016667,0.21428575,0.39285725000000005,4,Female,Test,neutral
5733,MSP-IMPROV-S09A-F04-T-FM01.wav,0.39,0.240667,0.352667,0.016667,0.35576925000000004,0.34615375000000004,4,Female,Test,angry
5782,MSP-IMPROV-S09A-M03-P-FM01.wav,0.016667,0.327778,0.638889,0.016667,0.20833325000000003,0.41666675,3,Male,Development,neutral
5783,MSP-IMPROV-S09A-M03-P-MF01.wav,0.016667,0.016667,0.716667,0.25,0.15000000000000002,0.55,3,Male,Development,neutral
5784,MSP-IMPROV-S09A-M03-S-FM01.wav,0.016667,0.25,0.716667,0.016667,0.4,0.35,3,Male,Development,neutral
5785,MSP-IMPROV-S09A-M03-S-FM02.wav,0.016667,0.016667,0.95,0.016667,0.35,0.44999999999999996,3,Male,Development,neutral
5786,MSP-IMPROV-S09A-M03-S-FM03.wav,0.016667,0.016667,0.95,0.016667,0.125,0.45833325,3,Male,Development,neutral
5787,MSP-IMPROV-S09A-M03-S-MF01.wav,0.716667,0.016667,0.25,0.016667,0.30000000000000004,0.30000000000000004,3,Male,Development,angry
5788,MSP-IMPROV-S09A-M03-S-MF02.wav,0.327778,0.016667,0.638889,0.016667,0.30000000000000004,0.35,3,Male,Development,neutral
5790,MSP-IMPROV-S09A-M03-T-MF01.wav,0.77716,0.051235,0.154938,0.016667,0.47222224999999995,0.29629625000000004,3,Male,Development,angry
5791,MSP-IMPROV-S09A-M04-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.45833325,0.75,4,Male,Test,happy
5792,MSP-IMPROV-S09A-M04-P-FM02.wav,0.016667,0.016667,0.39,0.576667,0.5,0.7,4,Male,Test,happy
5793,MSP-IMPROV-S09A-M04-P-FM03.wav,0.016667,0.016667,0.016667,0.95,0.45833325,0.8333332499999999,4,Male,Test,happy
5794,MSP-IMPROV-S09A-M04-P-MF01.wav,0.016667,0.016667,0.95,0.016667,0.35,0.55,4,Male,Test,neutral
5795,MSP-IMPROV-S09A-M04-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.35714274999999995,0.4285715,4,Male,Test,neutral
5797,MSP-IMPROV-S09A-M04-S-FM03.wav,0.203333,0.203333,0.576667,0.016667,0.375,0.33333325,4,Male,Test,neutral
5798,MSP-IMPROV-S09A-M04-S-MF01.wav,0.95,0.016667,0.016667,0.016667,0.55,0.09999999999999998,4,Male,Test,angry
5799,MSP-IMPROV-S09A-M04-T-MF01.wav,0.865152,0.016667,0.101515,0.016667,0.55434775,0.25,4,Male,Test,angry
5864,MSP-IMPROV-S09H-F03-P-FM01.wav,0.016667,0.15,0.816667,0.016667,0.21428575,0.46428575000000005,3,Female,Development,neutral
5865,MSP-IMPROV-S09H-F03-P-FM02.wav,0.016667,0.016667,0.172222,0.794444,0.375,0.70833325,3,Female,Development,happy
5866,MSP-IMPROV-S09H-F03-P-MF01.wav,0.016667,0.172222,0.638889,0.172222,0.16666674999999997,0.5,3,Female,Development,neutral
5867,MSP-IMPROV-S09H-F03-S-FM01.wav,0.016667,0.016667,0.25,0.716667,0.45833325,0.75,3,Female,Development,happy
5869,MSP-IMPROV-S09H-F03-S-FM03.wav,0.016667,0.016667,0.016667,0.95,0.44999999999999996,0.8999999999999999,3,Female,Development,happy
5870,MSP-IMPROV-S09H-F03-S-MF01.wav,0.016667,0.016667,0.016667,0.95,0.6,0.8500000000000001,3,Female,Development,happy
5871,MSP-IMPROV-S09H-F03-S-MF02.wav,0.25,0.016667,0.483333,0.25,0.39285725000000005,0.46428575000000005,3,Female,Development,neutral
5872,MSP-IMPROV-S09H-F03-S-MF03.wav,0.763333,0.016667,0.016667,0.203333,0.55,0.30000000000000004,3,Female,Development,angry
5873,MSP-IMPROV-S09H-F03-S-MF04.wav,0.016667,0.016667,0.416667,0.55,0.4285715,0.53571425,3,Female,Development,happy
5874,MSP-IMPROV-S09H-F03-T-FM01.wav,0.016667,0.016667,0.05,0.916667,0.52678575,0.8392857499999999,3,Female,Development,happy
5875,MSP-IMPROV-S09H-F04-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.4,0.7,4,Female,Test,happy
5876,MSP-IMPROV-S09H-F04-P-FM02.wav,0.016667,0.016667,0.016667,0.95,0.4,0.8999999999999999,4,Female,Test,happy
5877,MSP-IMPROV-S09H-F04-P-FM03.wav,0.016667,0.016667,0.016667,0.95,0.44999999999999996,0.8500000000000001,4,Female,Test,happy
5878,MSP-IMPROV-S09H-F04-P-MF01.wav,0.016667,0.016667,0.016667,0.95,0.4,0.8500000000000001,4,Female,Test,happy
5879,MSP-IMPROV-S09H-F04-P-MF02.wav,0.016667,0.203333,0.203333,0.576667,0.25,0.55,4,Female,Test,happy
5880,MSP-IMPROV-S09H-F04-S-FM01.wav,0.016667,0.016667,0.25,0.716667,0.4,0.8,4,Female,Test,happy
5881,MSP-IMPROV-S09H-F04-S-FM02.wav,0.016667,0.016667,0.203333,0.763333,0.5,0.75,4,Female,Test,happy
5882,MSP-IMPROV-S09H-F04-S-FM03.wav,0.016667,0.016667,0.016667,0.95,0.44999999999999996,0.8500000000000001,4,Female,Test,happy
5883,MSP-IMPROV-S09H-F04-S-FM04.wav,0.016667,0.016667,0.016667,0.95,0.625,0.7916667500000001,4,Female,Test,happy
5884,MSP-IMPROV-S09H-F04-S-FM05.wav,0.016667,0.016667,0.203333,0.763333,0.35,0.8500000000000001,4,Female,Test,happy
5885,MSP-IMPROV-S09H-F04-S-MF01.wav,0.016667,0.016667,0.016667,0.95,0.2,0.7,4,Female,Test,happy
5886,MSP-IMPROV-S09H-F04-S-MF02.wav,0.016667,0.016667,0.203333,0.763333,0.44999999999999996,0.7,4,Female,Test,happy
5887,MSP-IMPROV-S09H-F04-S-MF03.wav,0.016667,0.016667,0.25,0.716667,0.30000000000000004,0.7,4,Female,Test,happy
5888,MSP-IMPROV-S09H-F04-T-FM01.wav,0.016667,0.016667,0.12037,0.846296,0.4444445,0.81481475,4,Female,Test,happy
5961,MSP-IMPROV-S09H-M03-P-FM01.wav,0.016667,0.016667,0.95,0.016667,0.09999999999999998,0.5,3,Male,Development,neutral
5962,MSP-IMPROV-S09H-M03-P-MF01.wav,0.016667,0.016667,0.95,0.016667,0.2,0.4,3,Male,Development,neutral
5963,MSP-IMPROV-S09H-M03-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.09999999999999998,0.35,3,Male,Development,neutral
5964,MSP-IMPROV-S09H-M03-S-FM02.wav,0.016667,0.203333,0.763333,0.016667,0.2,0.7,3,Male,Development,neutral
5965,MSP-IMPROV-S09H-M03-S-FM03.wav,0.016667,0.016667,0.203333,0.763333,0.30000000000000004,0.75,3,Male,Development,happy
5967,MSP-IMPROV-S09H-M03-S-MF02.wav,0.203333,0.016667,0.016667,0.763333,0.5,0.7,3,Male,Development,happy
5969,MSP-IMPROV-S09H-M03-S-MF04.wav,0.016667,0.016667,0.016667,0.95,0.55,0.8500000000000001,3,Male,Development,happy
5970,MSP-IMPROV-S09H-M03-T-MF01.wav,0.051235,0.016667,0.189506,0.742593,0.25925925000000005,0.638889,3,Male,Development,happy
5971,MSP-IMPROV-S09H-M04-P-FM01.wav,0.016667,0.016667,0.95,0.016667,0.25,0.4,4,Male,Test,neutral
5972,MSP-IMPROV-S09H-M04-P-FM02.wav,0.016667,0.203333,0.763333,0.016667,0.2,0.44999999999999996,4,Male,Test,neutral
5973,MSP-IMPROV-S09H-M04-P-FM03.wav,0.203333,0.016667,0.763333,0.016667,0.2,0.35,4,Male,Test,neutral
5974,MSP-IMPROV-S09H-M04-P-MF01.wav,0.016667,0.203333,0.763333,0.016667,0.09999999999999998,0.44999999999999996,4,Male,Test,neutral
5975,MSP-IMPROV-S09H-M04-P-MF02.wav,0.016667,0.016667,0.95,0.016667,0.6,0.4,4,Male,Test,neutral
5976,MSP-IMPROV-S09H-M04-P-MF03.wav,0.016667,0.016667,0.95,0.016667,0.25,0.5,4,Male,Test,neutral
5977,MSP-IMPROV-S09H-M04-P-MF04.wav,0.016667,0.016667,0.95,0.016667,0.15000000000000002,0.5,4,Male,Test,neutral
5978,MSP-IMPROV-S09H-M04-P-MF05.wav,0.016667,0.39,0.576667,0.016667,0.2,0.4,4,Male,Test,neutral
5979,MSP-IMPROV-S09H-M04-S-FM01.wav,0.016667,0.133333,0.6,0.25,0.40625,0.5625,4,Male,Test,neutral
5980,MSP-IMPROV-S09H-M04-S-FM02.wav,0.016667,0.016667,0.794444,0.172222,0.5,0.64285725,4,Male,Test,neutral
5981,MSP-IMPROV-S09H-M04-S-FM03.wav,0.016667,0.016667,0.016667,0.95,0.475,0.7749999999999999,4,Male,Test,happy
5982,MSP-IMPROV-S09H-M04-S-MF01.wav,0.016667,0.016667,0.016667,0.95,0.65,0.8999999999999999,4,Male,Test,happy
5983,MSP-IMPROV-S09H-M04-S-MF02.wav,0.016667,0.016667,0.203333,0.763333,0.5,0.5,4,Male,Test,happy
5984,MSP-IMPROV-S09H-M04-S-MF03.wav,0.016667,0.016667,0.016667,0.95,0.34375,0.75,4,Male,Test,happy
5985,MSP-IMPROV-S09H-M04-T-MF01.wav,0.068519,0.016667,0.612963,0.301852,0.36111099999999996,0.5694445,4,Male,Test,neutral
6041,MSP-IMPROV-S09N-F03-P-FM02.wav,0.016667,0.016667,0.638889,0.327778,0.375,0.58333325,3,Female,Development,neutral
6042,MSP-IMPROV-S09N-F03-P-MF01.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.5,3,Female,Development,neutral
6043,MSP-IMPROV-S09N-F03-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.40625,0.46875,3,Female,Development,neutral
6044,MSP-IMPROV-S09N-F03-S-FM02.wav,0.576667,0.016667,0.39,0.016667,0.5,0.25,3,Female,Development,angry
6045,MSP-IMPROV-S09N-F03-S-FM03.wav,0.25,0.133333,0.483333,0.133333,0.41666675,0.33333325,3,Female,Development,neutral
6046,MSP-IMPROV-S09N-F03-S-FM04.wav,0.016667,0.016667,0.95,0.016667,0.39285725000000005,0.3214285,3,Female,Development,neutral
6047,MSP-IMPROV-S09N-F03-S-MF01.wav,0.016667,0.016667,0.816667,0.15,0.28571424999999995,0.46428575000000005,3,Female,Development,neutral
6048,MSP-IMPROV-S09N-F03-T-FM01.wav,0.05,0.05,0.85,0.05,0.29310349999999996,0.49137925000000005,3,Female,Development,neutral
6050,MSP-IMPROV-S09N-F04-S-FM01.wav,0.133333,0.25,0.6,0.016667,0.71875,0.96875,4,Female,Test,neutral
6051,MSP-IMPROV-S09N-F04-S-FM02.wav,0.016667,0.016667,0.683333,0.283333,0.1785715,0.46428575000000005,4,Female,Test,neutral
6052,MSP-IMPROV-S09N-F04-S-MF01.wav,0.016667,0.172222,0.794444,0.016667,0.25,0.45833325,4,Female,Test,neutral
6053,MSP-IMPROV-S09N-F04-S-MF02.wav,0.016667,0.39,0.576667,0.016667,0.09999999999999998,0.30000000000000004,4,Female,Test,neutral
6054,MSP-IMPROV-S09N-F04-T-FM01.wav,0.091333,0.128667,0.539333,0.240667,0.33333325,0.49074074999999995,4,Female,Test,neutral
6085,MSP-IMPROV-S09N-M03-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.30000000000000004,0.75,3,Male,Development,happy
6086,MSP-IMPROV-S09N-M03-P-MF01.wav,0.203333,0.016667,0.763333,0.016667,0.15000000000000002,0.4,3,Male,Development,neutral
6087,MSP-IMPROV-S09N-M03-S-FM01.wav,0.15,0.016667,0.816667,0.016667,0.40625,0.34375,3,Male,Development,neutral
6088,MSP-IMPROV-S09N-M03-S-FM02.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.5,3,Male,Development,neutral
6089,MSP-IMPROV-S09N-M03-S-FM03.wav,0.203333,0.016667,0.763333,0.016667,0.30000000000000004,0.5,3,Male,Development,neutral
6090,MSP-IMPROV-S09N-M03-S-MF01.wav,0.016667,0.016667,0.816667,0.15,0.21428575,0.60714275,3,Male,Development,neutral
6091,MSP-IMPROV-S09N-M03-S-MF02.wav,0.016667,0.016667,0.95,0.016667,0.04999999999999999,0.4,3,Male,Development,neutral
6092,MSP-IMPROV-S09N-M03-T-MF01.wav,0.172222,0.11,0.701111,0.016667,0.26666674999999995,0.43333325,3,Male,Development,neutral
6094,MSP-IMPROV-S09N-M04-P-FM02.wav,0.016667,0.016667,0.95,0.016667,0.1785715,0.46428575000000005,4,Male,Test,neutral
6095,MSP-IMPROV-S09N-M04-P-MF01.wav,0.016667,0.283333,0.683333,0.016667,0.21428575,0.39285725000000005,4,Male,Test,neutral
6096,MSP-IMPROV-S09N-M04-S-FM01.wav,0.016667,0.016667,0.416667,0.55,0.28571424999999995,0.64285725,4,Male,Test,happy
6097,MSP-IMPROV-S09N-M04-S-FM02.wav,0.016667,0.016667,0.638889,0.327778,0.29166675,0.66666675,4,Male,Test,neutral
6098,MSP-IMPROV-S09N-M04-S-MF01.wav,0.016667,0.016667,0.95,0.016667,0.25,0.54166675,4,Male,Test,neutral
6099,MSP-IMPROV-S09N-M04-T-MF01.wav,0.076882,0.016667,0.889785,0.016667,0.29838699999999996,0.49193549999999997,4,Male,Test,neutral
6133,MSP-IMPROV-S09S-F03-P-FM01.wav,0.016667,0.016667,0.203333,0.763333,0.35,0.75,3,Female,Development,happy
6134,MSP-IMPROV-S09S-F03-P-FM02.wav,0.016667,0.016667,0.203333,0.763333,0.7,0.7,3,Female,Development,happy
6135,MSP-IMPROV-S09S-F03-P-FM03.wav,0.172222,0.327778,0.483333,0.016667,0.1785715,0.28571424999999995,3,Female,Development,neutral
6136,MSP-IMPROV-S09S-F03-S-FM01.wav,0.016667,0.816667,0.15,0.016667,0.22222225,0.25,3,Female,Development,sad
6137,MSP-IMPROV-S09S-F03-S-FM02.wav,0.016667,0.95,0.016667,0.016667,0.20833325000000003,0.0,3,Female,Development,sad
6138,MSP-IMPROV-S09S-F03-S-FM03.wav,0.016667,0.576667,0.39,0.016667,0.15000000000000002,0.2,3,Female,Development,sad
6139,MSP-IMPROV-S09S-F03-S-MF01.wav,0.016667,0.95,0.016667,0.016667,0.45833325,0.20833325000000003,3,Female,Development,sad
6140,MSP-IMPROV-S09S-F03-S-MF02.wav,0.016667,0.172222,0.794444,0.016667,0.20833325000000003,0.375,3,Female,Development,neutral
6141,MSP-IMPROV-S09S-F03-S-MF03.wav,0.203333,0.576667,0.203333,0.016667,0.5,0.5714285,3,Female,Development,sad
6142,MSP-IMPROV-S09S-F03-S-MF04.wav,0.016667,0.95,0.016667,0.016667,0.25,0.30000000000000004,3,Female,Development,sad
6143,MSP-IMPROV-S09S-F03-S-MF05.wav,0.016667,0.39,0.576667,0.016667,0.2,0.4,3,Female,Development,neutral
6144,MSP-IMPROV-S09S-F03-T-FM01.wav,0.133333,0.3375,0.5125,0.016667,0.3014705,0.389706,3,Female,Development,neutral
6145,MSP-IMPROV-S09S-F04-P-FM01.wav,0.016667,0.016667,0.172222,0.794444,0.29166675,0.66666675,4,Female,Test,happy
6146,MSP-IMPROV-S09S-F04-P-FM02.wav,0.016667,0.016667,0.683333,0.283333,0.25,0.5714285,4,Female,Test,neutral
6147,MSP-IMPROV-S09S-F04-P-FM03.wav,0.016667,0.016667,0.016667,0.95,0.41666675,0.9444444999999999,4,Female,Test,happy
6148,MSP-IMPROV-S09S-F04-P-FM04.wav,0.016667,0.016667,0.016667,0.95,0.64285725,0.9642857499999999,4,Female,Test,happy
6149,MSP-IMPROV-S09S-F04-P-FM05.wav,0.016667,0.016667,0.016667,0.95,0.7,0.95,4,Female,Test,happy
6150,MSP-IMPROV-S09S-F04-P-FM06.wav,0.016667,0.016667,0.016667,0.95,0.8500000000000001,0.95,4,Female,Test,happy
6151,MSP-IMPROV-S09S-F04-P-MF01.wav,0.016667,0.016667,0.016667,0.95,0.55,0.8500000000000001,4,Female,Test,happy
6152,MSP-IMPROV-S09S-F04-S-FM01.wav,0.016667,0.763333,0.203333,0.016667,0.2,0.25,4,Female,Test,sad
6153,MSP-IMPROV-S09S-F04-S-FM02.wav,0.016667,0.95,0.016667,0.016667,0.25,0.30000000000000004,4,Female,Test,sad
6154,MSP-IMPROV-S09S-F04-T-FM01.wav,0.047778,0.887778,0.047778,0.016667,0.3064515,0.22580650000000002,4,Female,Test,sad
6194,MSP-IMPROV-S09S-M03-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.6,0.95,3,Male,Development,happy
6195,MSP-IMPROV-S09S-M03-P-MF01.wav,0.016667,0.203333,0.203333,0.576667,0.2,0.6,3,Male,Development,happy
6196,MSP-IMPROV-S09S-M03-P-MF02.wav,0.016667,0.203333,0.763333,0.016667,0.25,0.5,3,Male,Development,neutral
6197,MSP-IMPROV-S09S-M03-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.09999999999999998,0.44999999999999996,3,Male,Development,neutral
6198,MSP-IMPROV-S09S-M03-S-FM02.wav,0.016667,0.016667,0.816667,0.15,0.3214285,0.5,3,Male,Development,neutral
6199,MSP-IMPROV-S09S-M03-S-FM03.wav,0.016667,0.016667,0.95,0.016667,0.2,0.55,3,Male,Development,neutral
6200,MSP-IMPROV-S09S-M03-S-MF01.wav,0.016667,0.327778,0.638889,0.016667,0.10714275000000001,0.39285725000000005,3,Male,Development,neutral
6201,MSP-IMPROV-S09S-M03-S-MF02.wav,0.016667,0.763333,0.203333,0.016667,0.25,0.2,3,Male,Development,sad
6202,MSP-IMPROV-S09S-M03-S-MF03.wav,0.016667,0.203333,0.763333,0.016667,0.6,0.6,3,Male,Development,neutral
6203,MSP-IMPROV-S09S-M03-S-MF04.wav,0.016667,0.016667,0.95,0.016667,0.09999999999999998,0.5,3,Male,Development,neutral
6204,MSP-IMPROV-S09S-M03-S-MF05.wav,0.016667,0.016667,0.95,0.016667,0.1785715,0.5,3,Male,Development,neutral
6205,MSP-IMPROV-S09S-M03-T-MF01.wav,0.047778,0.39,0.545556,0.016667,0.16666674999999997,0.35,3,Male,Development,neutral
6206,MSP-IMPROV-S09S-M04-P-MF01.wav,0.016667,0.283333,0.683333,0.016667,0.0714285,0.35714274999999995,4,Male,Test,neutral
6207,MSP-IMPROV-S09S-M04-P-MF02.wav,0.016667,0.016667,0.203333,0.763333,0.44999999999999996,0.75,4,Male,Test,happy
6208,MSP-IMPROV-S09S-M04-S-FM01.wav,0.016667,0.016667,0.763333,0.203333,0.4,0.55,4,Male,Test,neutral
6209,MSP-IMPROV-S09S-M04-S-MF01.wav,0.203333,0.763333,0.016667,0.016667,0.30000000000000004,0.09999999999999998,4,Male,Test,sad
6210,MSP-IMPROV-S09S-M04-T-MF01.wav,0.362346,0.396914,0.224074,0.016667,0.49074074999999995,0.25,4,Male,Test,sad
6258,MSP-IMPROV-S10A-F03-P-FM01.wav,0.016667,0.016667,0.95,0.016667,0.15000000000000002,0.5,3,Female,Development,neutral
6259,MSP-IMPROV-S10A-F03-P-FM02.wav,0.016667,0.203333,0.763333,0.016667,0.15000000000000002,0.5,3,Female,Development,neutral
6260,MSP-IMPROV-S10A-F03-P-FM03.wav,0.016667,0.016667,0.95,0.016667,0.09999999999999998,0.4,3,Female,Development,neutral
6261,MSP-IMPROV-S10A-F03-P-FM04.wav,0.016667,0.016667,0.25,0.716667,0.6,0.75,3,Female,Development,happy
6264,MSP-IMPROV-S10A-F03-P-MF03.wav,0.016667,0.016667,0.95,0.016667,0.44999999999999996,0.6,3,Female,Development,neutral
6265,MSP-IMPROV-S10A-F03-P-MF04.wav,0.016667,0.016667,0.95,0.016667,0.4,0.55,3,Female,Development,neutral
6266,MSP-IMPROV-S10A-F03-P-MF05.wav,0.016667,0.016667,0.716667,0.25,0.1875,0.5625,3,Female,Development,neutral
6267,MSP-IMPROV-S10A-F03-P-MF06.wav,0.016667,0.016667,0.203333,0.763333,0.55,0.8,3,Female,Development,happy
6270,MSP-IMPROV-S10A-F03-P-MF09.wav,0.016667,0.016667,0.95,0.016667,0.44999999999999996,0.6,3,Female,Development,neutral
6272,MSP-IMPROV-S10A-F03-S-FM02.wav,0.95,0.016667,0.016667,0.016667,0.6,0.04999999999999999,3,Female,Development,angry
6273,MSP-IMPROV-S10A-F03-S-FM03.wav,0.95,0.016667,0.016667,0.016667,0.6,0.04999999999999999,3,Female,Development,angry
6274,MSP-IMPROV-S10A-F03-S-FM04.wav,0.716667,0.016667,0.016667,0.25,0.44999999999999996,0.35,3,Female,Development,angry
6275,MSP-IMPROV-S10A-F03-S-FM05.wav,0.576667,0.016667,0.39,0.016667,0.65,0.30000000000000004,3,Female,Development,angry
6276,MSP-IMPROV-S10A-F03-S-FM06.wav,0.95,0.016667,0.016667,0.016667,0.58333325,0.16666674999999997,3,Female,Development,angry
6277,MSP-IMPROV-S10A-F03-S-FM07.wav,0.95,0.016667,0.016667,0.016667,0.65,0.25,3,Female,Development,angry
6278,MSP-IMPROV-S10A-F03-S-FM08.wav,0.716667,0.016667,0.016667,0.25,0.2,0.55,3,Female,Development,angry
6279,MSP-IMPROV-S10A-F03-S-FM09.wav,0.716667,0.016667,0.25,0.016667,0.5,0.30000000000000004,3,Female,Development,angry
6280,MSP-IMPROV-S10A-F03-S-MF01.wav,0.016667,0.016667,0.95,0.016667,0.35,0.4,3,Female,Development,neutral
6281,MSP-IMPROV-S10A-F03-S-MF02.wav,0.25,0.016667,0.483333,0.25,0.5,0.55,3,Female,Development,neutral
6282,MSP-IMPROV-S10A-F03-S-MF03.wav,0.016667,0.016667,0.95,0.016667,0.65,0.4,3,Female,Development,neutral
6283,MSP-IMPROV-S10A-F03-S-MF04.wav,0.016667,0.016667,0.95,0.016667,0.4,0.5,3,Female,Development,neutral
6284,MSP-IMPROV-S10A-F03-S-MF05.wav,0.638889,0.016667,0.327778,0.016667,0.58333325,0.29166675,3,Female,Development,angry
6285,MSP-IMPROV-S10A-F03-S-MF06.wav,0.016667,0.016667,0.95,0.016667,0.4,0.55,3,Female,Development,neutral
6286,MSP-IMPROV-S10A-F03-S-MF07.wav,0.016667,0.327778,0.638889,0.016667,0.44999999999999996,0.30000000000000004,3,Female,Development,neutral
6287,MSP-IMPROV-S10A-F03-T-FM01.wav,0.85,0.083333,0.05,0.016667,0.5535715,0.22321425,3,Female,Development,angry
6288,MSP-IMPROV-S10A-F04-P-FM01.wav,0.016667,0.576667,0.39,0.016667,0.20833325000000003,0.375,4,Female,Test,sad
6289,MSP-IMPROV-S10A-F04-P-FM02.wav,0.016667,0.016667,0.95,0.016667,0.09999999999999998,0.5,4,Female,Test,neutral
6290,MSP-IMPROV-S10A-F04-P-FM03.wav,0.016667,0.016667,0.172222,0.794444,0.25,0.58333325,4,Female,Test,happy
6291,MSP-IMPROV-S10A-F04-P-MF01.wav,0.016667,0.016667,0.203333,0.763333,0.5,0.75,4,Female,Test,happy
6292,MSP-IMPROV-S10A-F04-S-FM01.wav,0.016667,0.016667,0.763333,0.203333,0.09999999999999998,0.6,4,Female,Test,neutral
